message_id	response_id	article_id	llm_empathy
R_cTvuPpKaq48etR7_1	R_cTvuPpKaq48etR7	80	5.916666667
R_cTvuPpKaq48etR7_2	R_cTvuPpKaq48etR7	153	4.016666667
R_cTvuPpKaq48etR7_3	R_cTvuPpKaq48etR7	208	2.15
R_cTvuPpKaq48etR7_4	R_cTvuPpKaq48etR7	290	2.583333333
R_cTvuPpKaq48etR7_5	R_cTvuPpKaq48etR7	411	3.583333333
R_encryCgu3aiu42B_1	R_encryCgu3aiu42B	33	4.25
R_encryCgu3aiu42B_2	R_encryCgu3aiu42B	166	1
R_encryCgu3aiu42B_3	R_encryCgu3aiu42B	207	4.25
R_encryCgu3aiu42B_4	R_encryCgu3aiu42B	281	5.25
R_encryCgu3aiu42B_5	R_encryCgu3aiu42B	365	4.15
R_7U7FFWQCscpE2qZ_1	R_7U7FFWQCscpE2qZ	9	6.1
R_7U7FFWQCscpE2qZ_2	R_7U7FFWQCscpE2qZ	130	1
R_7U7FFWQCscpE2qZ_3	R_7U7FFWQCscpE2qZ	220	1
R_7U7FFWQCscpE2qZ_4	R_7U7FFWQCscpE2qZ	303	6.1
R_7U7FFWQCscpE2qZ_5	R_7U7FFWQCscpE2qZ	339	6.15
R_1FErSffLw1OgI7v_1	R_1FErSffLw1OgI7v	15	5.416666667
R_1FErSffLw1OgI7v_2	R_1FErSffLw1OgI7v	106	1
R_1FErSffLw1OgI7v_3	R_1FErSffLw1OgI7v	251	1
R_1FErSffLw1OgI7v_4	R_1FErSffLw1OgI7v	259	4.833333333
R_1FErSffLw1OgI7v_5	R_1FErSffLw1OgI7v	382	1.116666667
R_2ZHUXU5dQB2meI7_1	R_2ZHUXU5dQB2meI7	64	1
R_2ZHUXU5dQB2meI7_2	R_2ZHUXU5dQB2meI7	94	4.166666667
R_2ZHUXU5dQB2meI7_3	R_2ZHUXU5dQB2meI7	209	2.083333333
R_2ZHUXU5dQB2meI7_4	R_2ZHUXU5dQB2meI7	322	1
R_2ZHUXU5dQB2meI7_5	R_2ZHUXU5dQB2meI7	401	1
R_3j9u5KMZbQS89kp_1	R_3j9u5KMZbQS89kp	83	2.15
R_3j9u5KMZbQS89kp_2	R_3j9u5KMZbQS89kp	104	4.15
R_3j9u5KMZbQS89kp_3	R_3j9u5KMZbQS89kp	222	1.583333333
R_3j9u5KMZbQS89kp_4	R_3j9u5KMZbQS89kp	253	2.916666667
R_3j9u5KMZbQS89kp_5	R_3j9u5KMZbQS89kp	380	5.25
R_31FSDThjiQYih8p_1	R_31FSDThjiQYih8p	52	5.166666667
R_31FSDThjiQYih8p_2	R_31FSDThjiQYih8p	114	4.166666667
R_31FSDThjiQYih8p_3	R_31FSDThjiQYih8p	176	2.083333333
R_31FSDThjiQYih8p_4	R_31FSDThjiQYih8p	321	2.083333333
R_31FSDThjiQYih8p_5	R_31FSDThjiQYih8p	352	1
R_qDAtPrPbmjwczn3_1	R_qDAtPrPbmjwczn3	60	5.116666667
R_qDAtPrPbmjwczn3_2	R_qDAtPrPbmjwczn3	114	6.583333333
R_qDAtPrPbmjwczn3_3	R_qDAtPrPbmjwczn3	213	4.583333333
R_qDAtPrPbmjwczn3_4	R_qDAtPrPbmjwczn3	335	1.666666667
R_qDAtPrPbmjwczn3_5	R_qDAtPrPbmjwczn3	403	2.833333333
R_2xIXWgIt65WqCB5_1	R_2xIXWgIt65WqCB5	26	1
R_2xIXWgIt65WqCB5_2	R_2xIXWgIt65WqCB5	156	2.233333333
R_2xIXWgIt65WqCB5_3	R_2xIXWgIt65WqCB5	213	1
R_2xIXWgIt65WqCB5_4	R_2xIXWgIt65WqCB5	333	2
R_2xIXWgIt65WqCB5_5	R_2xIXWgIt65WqCB5	400	6.866666667
R_2aFv2RNZ0BvYjX3_1	R_2aFv2RNZ0BvYjX3	40	5.966666667
R_2aFv2RNZ0BvYjX3_2	R_2aFv2RNZ0BvYjX3	96	1.916666667
R_2aFv2RNZ0BvYjX3_3	R_2aFv2RNZ0BvYjX3	227	2.583333333
R_2aFv2RNZ0BvYjX3_4	R_2aFv2RNZ0BvYjX3	313	6.316666667
R_2aFv2RNZ0BvYjX3_5	R_2aFv2RNZ0BvYjX3	418	2.083333333
R_2wRcSx4k6wQw4jE_1	R_2wRcSx4k6wQw4jE	73	1
R_2wRcSx4k6wQw4jE_2	R_2wRcSx4k6wQw4jE	116	2.916666667
R_2wRcSx4k6wQw4jE_3	R_2wRcSx4k6wQw4jE	212	1.916666667
R_2wRcSx4k6wQw4jE_4	R_2wRcSx4k6wQw4jE	296	1
R_2wRcSx4k6wQw4jE_5	R_2wRcSx4k6wQw4jE	385	2.15
R_3JhpdFn06BA1uDA_1	R_3JhpdFn06BA1uDA	20	1
R_3JhpdFn06BA1uDA_2	R_3JhpdFn06BA1uDA	105	1.833333333
R_3JhpdFn06BA1uDA_3	R_3JhpdFn06BA1uDA	229	1
R_3JhpdFn06BA1uDA_4	R_3JhpdFn06BA1uDA	257	1
R_3JhpdFn06BA1uDA_5	R_3JhpdFn06BA1uDA	339	1
R_XFFiAjw50WPIMPT_1	R_XFFiAjw50WPIMPT	36	1
R_XFFiAjw50WPIMPT_2	R_XFFiAjw50WPIMPT	126	1
R_XFFiAjw50WPIMPT_3	R_XFFiAjw50WPIMPT	173	2
R_XFFiAjw50WPIMPT_4	R_XFFiAjw50WPIMPT	280	1
R_XFFiAjw50WPIMPT_5	R_XFFiAjw50WPIMPT	396	2.983333333
R_3Hz9m3bA6uWT3YI_1	R_3Hz9m3bA6uWT3YI	34	5.25
R_3Hz9m3bA6uWT3YI_2	R_3Hz9m3bA6uWT3YI	154	3.866666667
R_3Hz9m3bA6uWT3YI_3	R_3Hz9m3bA6uWT3YI	189	2.166666667
R_3Hz9m3bA6uWT3YI_4	R_3Hz9m3bA6uWT3YI	325	4.716666667
R_3Hz9m3bA6uWT3YI_5	R_3Hz9m3bA6uWT3YI	360	1
R_2R30hNw7kAaj5ZY_1	R_2R30hNw7kAaj5ZY	71	1.583333333
R_2R30hNw7kAaj5ZY_2	R_2R30hNw7kAaj5ZY	136	6.15
R_2R30hNw7kAaj5ZY_3	R_2R30hNw7kAaj5ZY	248	1
R_2R30hNw7kAaj5ZY_4	R_2R30hNw7kAaj5ZY	335	1
R_2R30hNw7kAaj5ZY_5	R_2R30hNw7kAaj5ZY	344	6.083333333
R_8iFRzE3hiPeRS6Z_1	R_8iFRzE3hiPeRS6Z	75	5.166666667
R_8iFRzE3hiPeRS6Z_2	R_8iFRzE3hiPeRS6Z	125	5.466666667
R_8iFRzE3hiPeRS6Z_3	R_8iFRzE3hiPeRS6Z	209	4.333333333
R_8iFRzE3hiPeRS6Z_4	R_8iFRzE3hiPeRS6Z	258	5.116666667
R_8iFRzE3hiPeRS6Z_5	R_8iFRzE3hiPeRS6Z	358	4.416666667
R_br8o4mncnku8Rnr_1	R_br8o4mncnku8Rnr	39	6.15
R_br8o4mncnku8Rnr_2	R_br8o4mncnku8Rnr	143	4.583333333
R_br8o4mncnku8Rnr_3	R_br8o4mncnku8Rnr	171	5.316666667
R_br8o4mncnku8Rnr_4	R_br8o4mncnku8Rnr	289	5.466666667
R_br8o4mncnku8Rnr_5	R_br8o4mncnku8Rnr	350	1.916666667
R_3g5YX0YfRdSSVHx_1	R_3g5YX0YfRdSSVHx	2	6.133333333
R_3g5YX0YfRdSSVHx_2	R_3g5YX0YfRdSSVHx	91	5.75
R_3g5YX0YfRdSSVHx_3	R_3g5YX0YfRdSSVHx	179	1
R_3g5YX0YfRdSSVHx_4	R_3g5YX0YfRdSSVHx	266	1.75
R_3g5YX0YfRdSSVHx_5	R_3g5YX0YfRdSSVHx	410	5.416666667
R_3pmv2YByMN0V6jP_1	R_3pmv2YByMN0V6jP	44	1.916666667
R_3pmv2YByMN0V6jP_2	R_3pmv2YByMN0V6jP	128	1
R_3pmv2YByMN0V6jP_3	R_3pmv2YByMN0V6jP	231	2.15
R_3pmv2YByMN0V6jP_4	R_3pmv2YByMN0V6jP	329	1.916666667
R_3pmv2YByMN0V6jP_5	R_3pmv2YByMN0V6jP	417	5.316666667
R_ByUtkzYYw2pDNqV_1	R_ByUtkzYYw2pDNqV	79	1
R_ByUtkzYYw2pDNqV_2	R_ByUtkzYYw2pDNqV	167	5.416666667
R_ByUtkzYYw2pDNqV_3	R_ByUtkzYYw2pDNqV	240	5.016666667
R_ByUtkzYYw2pDNqV_4	R_ByUtkzYYw2pDNqV	306	1.916666667
R_ByUtkzYYw2pDNqV_5	R_ByUtkzYYw2pDNqV	360	1
R_RCzSbVUDAxwLopb_1	R_RCzSbVUDAxwLopb	61	4.15
R_RCzSbVUDAxwLopb_2	R_RCzSbVUDAxwLopb	138	4.166666667
R_RCzSbVUDAxwLopb_3	R_RCzSbVUDAxwLopb	196	1.583333333
R_RCzSbVUDAxwLopb_4	R_RCzSbVUDAxwLopb	266	3.583333333
R_RCzSbVUDAxwLopb_5	R_RCzSbVUDAxwLopb	361	1.333333333
R_1NmgSsZxiJVkmXj_1	R_1NmgSsZxiJVkmXj	70	5.416666667
R_1NmgSsZxiJVkmXj_2	R_1NmgSsZxiJVkmXj	95	1
R_1NmgSsZxiJVkmXj_3	R_1NmgSsZxiJVkmXj	169	5.583333333
R_1NmgSsZxiJVkmXj_4	R_1NmgSsZxiJVkmXj	295	4.166666667
R_1NmgSsZxiJVkmXj_5	R_1NmgSsZxiJVkmXj	349	1
R_3RxS7cf9gInidpl_1	R_3RxS7cf9gInidpl	78	4.75
R_3RxS7cf9gInidpl_2	R_3RxS7cf9gInidpl	154	1
R_3RxS7cf9gInidpl_3	R_3RxS7cf9gInidpl	181	3.75
R_3RxS7cf9gInidpl_4	R_3RxS7cf9gInidpl	334	2.083333333
R_3RxS7cf9gInidpl_5	R_3RxS7cf9gInidpl	375	1
R_DqqsjbW8YKGGs9P_1	R_DqqsjbW8YKGGs9P	84	1.916666667
R_DqqsjbW8YKGGs9P_2	R_DqqsjbW8YKGGs9P	162	1
R_DqqsjbW8YKGGs9P_3	R_DqqsjbW8YKGGs9P	241	1.75
R_DqqsjbW8YKGGs9P_4	R_DqqsjbW8YKGGs9P	275	1
R_DqqsjbW8YKGGs9P_5	R_DqqsjbW8YKGGs9P	363	5.25
R_5BjrkiX7wiiuXFn_1	R_5BjrkiX7wiiuXFn	18	6.266666667
R_5BjrkiX7wiiuXFn_2	R_5BjrkiX7wiiuXFn	121	1
R_5BjrkiX7wiiuXFn_3	R_5BjrkiX7wiiuXFn	170	2.166666667
R_5BjrkiX7wiiuXFn_4	R_5BjrkiX7wiiuXFn	298	4.3
R_5BjrkiX7wiiuXFn_5	R_5BjrkiX7wiiuXFn	397	4.15
R_22Pw5eZwHTEvBrR_1	R_22Pw5eZwHTEvBrR	39	4.416666667
R_22Pw5eZwHTEvBrR_2	R_22Pw5eZwHTEvBrR	122	1.583333333
R_22Pw5eZwHTEvBrR_3	R_22Pw5eZwHTEvBrR	207	1.333333333
R_22Pw5eZwHTEvBrR_4	R_22Pw5eZwHTEvBrR	322	1
R_22Pw5eZwHTEvBrR_5	R_22Pw5eZwHTEvBrR	372	1
R_1hXwedaK7Yvdoyd_1	R_1hXwedaK7Yvdoyd	64	4.166666667
R_1hXwedaK7Yvdoyd_2	R_1hXwedaK7Yvdoyd	85	1
R_1hXwedaK7Yvdoyd_3	R_1hXwedaK7Yvdoyd	184	2.583333333
R_1hXwedaK7Yvdoyd_4	R_1hXwedaK7Yvdoyd	259	1.916666667
R_1hXwedaK7Yvdoyd_5	R_1hXwedaK7Yvdoyd	356	1.916666667
R_d68YNA5f4FYJPbP_1	R_d68YNA5f4FYJPbP	25	4.833333333
R_d68YNA5f4FYJPbP_2	R_d68YNA5f4FYJPbP	167	5.016666667
R_d68YNA5f4FYJPbP_3	R_d68YNA5f4FYJPbP	194	6.166666667
R_d68YNA5f4FYJPbP_4	R_d68YNA5f4FYJPbP	288	1.833333333
R_d68YNA5f4FYJPbP_5	R_d68YNA5f4FYJPbP	409	4.866666667
R_295lUkcezeWx5Al_1	R_295lUkcezeWx5Al	35	6.4
R_295lUkcezeWx5Al_2	R_295lUkcezeWx5Al	90	5.25
R_295lUkcezeWx5Al_3	R_295lUkcezeWx5Al	174	5.916666667
R_295lUkcezeWx5Al_4	R_295lUkcezeWx5Al	278	1
R_295lUkcezeWx5Al_5	R_295lUkcezeWx5Al	351	1
R_O8rkxaPvmC2DHTX_1	R_O8rkxaPvmC2DHTX	17	5.083333333
R_O8rkxaPvmC2DHTX_2	R_O8rkxaPvmC2DHTX	156	1.916666667
R_O8rkxaPvmC2DHTX_3	R_O8rkxaPvmC2DHTX	172	3.5
R_O8rkxaPvmC2DHTX_4	R_O8rkxaPvmC2DHTX	253	4.583333333
R_O8rkxaPvmC2DHTX_5	R_O8rkxaPvmC2DHTX	376	2.15
R_1mrbh8yc48w0boX_1	R_1mrbh8yc48w0boX	28	5.25
R_1mrbh8yc48w0boX_2	R_1mrbh8yc48w0boX	130	1.5
R_1mrbh8yc48w0boX_3	R_1mrbh8yc48w0boX	202	6.383333333
R_1mrbh8yc48w0boX_4	R_1mrbh8yc48w0boX	299	5.016666667
R_1mrbh8yc48w0boX_5	R_1mrbh8yc48w0boX	368	4.15
R_oZxXqm2az3FHVN7_1	R_oZxXqm2az3FHVN7	46	5.416666667
R_oZxXqm2az3FHVN7_2	R_oZxXqm2az3FHVN7	93	5.533333333
R_oZxXqm2az3FHVN7_3	R_oZxXqm2az3FHVN7	247	5.133333333
R_oZxXqm2az3FHVN7_4	R_oZxXqm2az3FHVN7	282	4.15
R_oZxXqm2az3FHVN7_5	R_oZxXqm2az3FHVN7	359	2.083333333
R_wStJlCceK0qC4i5_1	R_wStJlCceK0qC4i5	59	1.833333333
R_wStJlCceK0qC4i5_2	R_wStJlCceK0qC4i5	123	5.166666667
R_wStJlCceK0qC4i5_3	R_wStJlCceK0qC4i5	236	1
R_wStJlCceK0qC4i5_4	R_wStJlCceK0qC4i5	302	4.15
R_wStJlCceK0qC4i5_5	R_wStJlCceK0qC4i5	340	1.916666667
R_1C9o9rzcu8JVCn9_1	R_1C9o9rzcu8JVCn9	19	3.75
R_1C9o9rzcu8JVCn9_2	R_1C9o9rzcu8JVCn9	137	5.616666667
R_1C9o9rzcu8JVCn9_3	R_1C9o9rzcu8JVCn9	174	6.083333333
R_1C9o9rzcu8JVCn9_4	R_1C9o9rzcu8JVCn9	326	6.133333333
R_1C9o9rzcu8JVCn9_5	R_1C9o9rzcu8JVCn9	393	1
R_2mFoZbtsm7BEJ45_1	R_2mFoZbtsm7BEJ45	56	5.316666667
R_2mFoZbtsm7BEJ45_2	R_2mFoZbtsm7BEJ45	86	4.416666667
R_2mFoZbtsm7BEJ45_3	R_2mFoZbtsm7BEJ45	225	4.15
R_2mFoZbtsm7BEJ45_4	R_2mFoZbtsm7BEJ45	290	1.833333333
R_2mFoZbtsm7BEJ45_5	R_2mFoZbtsm7BEJ45	405	5.316666667
R_6S8yzbSVDy85saJ_1	R_6S8yzbSVDy85saJ	49	2.083333333
R_6S8yzbSVDy85saJ_2	R_6S8yzbSVDy85saJ	138	5.45
R_6S8yzbSVDy85saJ_3	R_6S8yzbSVDy85saJ	195	2.583333333
R_6S8yzbSVDy85saJ_4	R_6S8yzbSVDy85saJ	302	1
R_6S8yzbSVDy85saJ_5	R_6S8yzbSVDy85saJ	379	2
R_3F2IgdLQxHPguO2_1	R_3F2IgdLQxHPguO2	68	6.45
R_3F2IgdLQxHPguO2_2	R_3F2IgdLQxHPguO2	139	1
R_3F2IgdLQxHPguO2_3	R_3F2IgdLQxHPguO2	231	2.016666667
R_3F2IgdLQxHPguO2_4	R_3F2IgdLQxHPguO2	281	2.15
R_3F2IgdLQxHPguO2_5	R_3F2IgdLQxHPguO2	418	2.983333333
R_2Qya6z7Tq9vKDU6_1	R_2Qya6z7Tq9vKDU6	78	6.45
R_2Qya6z7Tq9vKDU6_2	R_2Qya6z7Tq9vKDU6	115	1
R_2Qya6z7Tq9vKDU6_3	R_2Qya6z7Tq9vKDU6	234	6.15
R_2Qya6z7Tq9vKDU6_4	R_2Qya6z7Tq9vKDU6	327	5.25
R_2Qya6z7Tq9vKDU6_5	R_2Qya6z7Tq9vKDU6	365	6.15
R_2xJcBbmJq6tC50y_1	R_2xJcBbmJq6tC50y	25	1
R_2xJcBbmJq6tC50y_2	R_2xJcBbmJq6tC50y	123	4.716666667
R_2xJcBbmJq6tC50y_3	R_2xJcBbmJq6tC50y	178	1.75
R_2xJcBbmJq6tC50y_4	R_2xJcBbmJq6tC50y	297	6.15
R_2xJcBbmJq6tC50y_5	R_2xJcBbmJq6tC50y	399	4.15
R_3rPu02mAYdW61Xg_1	R_3rPu02mAYdW61Xg	27	3.333333333
R_3rPu02mAYdW61Xg_2	R_3rPu02mAYdW61Xg	132	1.833333333
R_3rPu02mAYdW61Xg_3	R_3rPu02mAYdW61Xg	183	1
R_3rPu02mAYdW61Xg_4	R_3rPu02mAYdW61Xg	320	2.083333333
R_3rPu02mAYdW61Xg_5	R_3rPu02mAYdW61Xg	346	1.916666667
R_088bdUkTs4jYl7b_1	R_088bdUkTs4jYl7b	72	5.466666667
R_088bdUkTs4jYl7b_2	R_088bdUkTs4jYl7b	149	1
R_088bdUkTs4jYl7b_3	R_088bdUkTs4jYl7b	219	1.083333333
R_088bdUkTs4jYl7b_4	R_088bdUkTs4jYl7b	328	1
R_088bdUkTs4jYl7b_5	R_088bdUkTs4jYl7b	364	1
R_23TqiBuGghsQ9E8_1	R_23TqiBuGghsQ9E8	8	1.5
R_23TqiBuGghsQ9E8_2	R_23TqiBuGghsQ9E8	158	1
R_23TqiBuGghsQ9E8_3	R_23TqiBuGghsQ9E8	191	1
R_23TqiBuGghsQ9E8_4	R_23TqiBuGghsQ9E8	267	1
R_23TqiBuGghsQ9E8_5	R_23TqiBuGghsQ9E8	394	1
R_1LNJZAfnVTV5mcq_1	R_1LNJZAfnVTV5mcq	82	1
R_1LNJZAfnVTV5mcq_2	R_1LNJZAfnVTV5mcq	127	5.316666667
R_1LNJZAfnVTV5mcq_3	R_1LNJZAfnVTV5mcq	215	1.833333333
R_1LNJZAfnVTV5mcq_4	R_1LNJZAfnVTV5mcq	318	5.666666667
R_1LNJZAfnVTV5mcq_5	R_1LNJZAfnVTV5mcq	392	5.75
R_2EougSpp1xd4X4Z_1	R_2EougSpp1xd4X4Z	28	5.916666667
R_2EougSpp1xd4X4Z_2	R_2EougSpp1xd4X4Z	111	1.833333333
R_2EougSpp1xd4X4Z_3	R_2EougSpp1xd4X4Z	199	1.75
R_2EougSpp1xd4X4Z_4	R_2EougSpp1xd4X4Z	314	5.166666667
R_2EougSpp1xd4X4Z_5	R_2EougSpp1xd4X4Z	353	5.316666667
R_3r1FJDOS5LugQMf_1	R_3r1FJDOS5LugQMf	41	5.466666667
R_3r1FJDOS5LugQMf_2	R_3r1FJDOS5LugQMf	120	1
R_3r1FJDOS5LugQMf_3	R_3r1FJDOS5LugQMf	208	5.466666667
R_3r1FJDOS5LugQMf_4	R_3r1FJDOS5LugQMf	270	5.116666667
R_3r1FJDOS5LugQMf_5	R_3r1FJDOS5LugQMf	408	1
R_3fPgKb8r8QTHYUz_1	R_3fPgKb8r8QTHYUz	37	2.583333333
R_3fPgKb8r8QTHYUz_2	R_3fPgKb8r8QTHYUz	133	5.316666667
R_3fPgKb8r8QTHYUz_3	R_3fPgKb8r8QTHYUz	243	1
R_3fPgKb8r8QTHYUz_4	R_3fPgKb8r8QTHYUz	291	1.666666667
R_3fPgKb8r8QTHYUz_5	R_3fPgKb8r8QTHYUz	404	2.166666667
R_1Ca4HzZe2UzxzWV_1	R_1Ca4HzZe2UzxzWV	84	5.316666667
R_1Ca4HzZe2UzxzWV_2	R_1Ca4HzZe2UzxzWV	98	4.583333333
R_1Ca4HzZe2UzxzWV_3	R_1Ca4HzZe2UzxzWV	242	1.25
R_1Ca4HzZe2UzxzWV_4	R_1Ca4HzZe2UzxzWV	304	5.466666667
R_1Ca4HzZe2UzxzWV_5	R_1Ca4HzZe2UzxzWV	357	1
R_rkmmkrMQ9Yb6LPb_1	R_rkmmkrMQ9Yb6LPb	70	5.316666667
R_rkmmkrMQ9Yb6LPb_2	R_rkmmkrMQ9Yb6LPb	140	4.25
R_rkmmkrMQ9Yb6LPb_3	R_rkmmkrMQ9Yb6LPb	205	1.583333333
R_rkmmkrMQ9Yb6LPb_4	R_rkmmkrMQ9Yb6LPb	307	1
R_rkmmkrMQ9Yb6LPb_5	R_rkmmkrMQ9Yb6LPb	389	1.083333333
R_2AShlPLXEZW4TNc_1	R_2AShlPLXEZW4TNc	37	4.5
R_2AShlPLXEZW4TNc_2	R_2AShlPLXEZW4TNc	161	4.316666667
R_2AShlPLXEZW4TNc_3	R_2AShlPLXEZW4TNc	221	1.916666667
R_2AShlPLXEZW4TNc_4	R_2AShlPLXEZW4TNc	332	1.916666667
R_2AShlPLXEZW4TNc_5	R_2AShlPLXEZW4TNc	343	2.583333333
R_2c5UkddgXqWcNqs_1	R_2c5UkddgXqWcNqs	26	1
R_2c5UkddgXqWcNqs_2	R_2c5UkddgXqWcNqs	113	1
R_2c5UkddgXqWcNqs_3	R_2c5UkddgXqWcNqs	186	1.916666667
R_2c5UkddgXqWcNqs_4	R_2c5UkddgXqWcNqs	319	1.916666667
R_2c5UkddgXqWcNqs_5	R_2c5UkddgXqWcNqs	380	6.15
R_28P2gI0KQDuyKDS_1	R_28P2gI0KQDuyKDS	59	5.3
R_28P2gI0KQDuyKDS_2	R_28P2gI0KQDuyKDS	97	1
R_28P2gI0KQDuyKDS_3	R_28P2gI0KQDuyKDS	198	1.916666667
R_28P2gI0KQDuyKDS_4	R_28P2gI0KQDuyKDS	301	2.583333333
R_28P2gI0KQDuyKDS_5	R_28P2gI0KQDuyKDS	348	1.916666667
R_25XQUsv31bkrqNw_1	R_25XQUsv31bkrqNw	41	5.866666667
R_25XQUsv31bkrqNw_2	R_25XQUsv31bkrqNw	134	3.583333333
R_25XQUsv31bkrqNw_3	R_25XQUsv31bkrqNw	224	4.416666667
R_25XQUsv31bkrqNw_4	R_25XQUsv31bkrqNw	276	2.633333333
R_25XQUsv31bkrqNw_5	R_25XQUsv31bkrqNw	337	5.75
R_qQTyu2FiESbelr3_1	R_qQTyu2FiESbelr3	21	5.666666667
R_qQTyu2FiESbelr3_2	R_qQTyu2FiESbelr3	163	5.316666667
R_qQTyu2FiESbelr3_3	R_qQTyu2FiESbelr3	175	3
R_qQTyu2FiESbelr3_4	R_qQTyu2FiESbelr3	286	1
R_qQTyu2FiESbelr3_5	R_qQTyu2FiESbelr3	395	4.833333333
R_1eVIE8HYgaJnhyF_1	R_1eVIE8HYgaJnhyF	45	5.75
R_1eVIE8HYgaJnhyF_2	R_1eVIE8HYgaJnhyF	112	5.166666667
R_1eVIE8HYgaJnhyF_3	R_1eVIE8HYgaJnhyF	197	2.25
R_1eVIE8HYgaJnhyF_4	R_1eVIE8HYgaJnhyF	295	3
R_1eVIE8HYgaJnhyF_5	R_1eVIE8HYgaJnhyF	372	6.083333333
R_2dsfSJjPU4hq8IT_1	R_2dsfSJjPU4hq8IT	53	4.25
R_2dsfSJjPU4hq8IT_2	R_2dsfSJjPU4hq8IT	89	1
R_2dsfSJjPU4hq8IT_3	R_2dsfSJjPU4hq8IT	190	1
R_2dsfSJjPU4hq8IT_4	R_2dsfSJjPU4hq8IT	293	1
R_2dsfSJjPU4hq8IT_5	R_2dsfSJjPU4hq8IT	338	1.75
R_3HuhNUxFcsxCt8c_1	R_3HuhNUxFcsxCt8c	66	1.833333333
R_3HuhNUxFcsxCt8c_2	R_3HuhNUxFcsxCt8c	117	4.166666667
R_3HuhNUxFcsxCt8c_3	R_3HuhNUxFcsxCt8c	244	1
R_3HuhNUxFcsxCt8c_4	R_3HuhNUxFcsxCt8c	287	5.016666667
R_3HuhNUxFcsxCt8c_5	R_3HuhNUxFcsxCt8c	355	5.166666667
R_1IiWqrHtdyMRthf_1	R_1IiWqrHtdyMRthf	59	1.916666667
R_1IiWqrHtdyMRthf_2	R_1IiWqrHtdyMRthf	162	1
R_1IiWqrHtdyMRthf_3	R_1IiWqrHtdyMRthf	206	2.333333333
R_1IiWqrHtdyMRthf_4	R_1IiWqrHtdyMRthf	265	1.833333333
R_1IiWqrHtdyMRthf_5	R_1IiWqrHtdyMRthf	345	3.583333333
R_1DAmmWVuxekOzQt_1	R_1DAmmWVuxekOzQt	63	1
R_1DAmmWVuxekOzQt_2	R_1DAmmWVuxekOzQt	120	5.316666667
R_1DAmmWVuxekOzQt_3	R_1DAmmWVuxekOzQt	204	2.416666667
R_1DAmmWVuxekOzQt_4	R_1DAmmWVuxekOzQt	300	1.916666667
R_1DAmmWVuxekOzQt_5	R_1DAmmWVuxekOzQt	406	3.5
R_2D1CnjTj1WSuPQk_1	R_2D1CnjTj1WSuPQk	32	1
R_2D1CnjTj1WSuPQk_2	R_2D1CnjTj1WSuPQk	86	1
R_2D1CnjTj1WSuPQk_3	R_2D1CnjTj1WSuPQk	187	1
R_2D1CnjTj1WSuPQk_4	R_2D1CnjTj1WSuPQk	271	1
R_2D1CnjTj1WSuPQk_5	R_2D1CnjTj1WSuPQk	412	1.333333333
R_3qjkVDIjECLKnKZ_1	R_3qjkVDIjECLKnKZ	57	6.166666667
R_3qjkVDIjECLKnKZ_2	R_3qjkVDIjECLKnKZ	101	2.083333333
R_3qjkVDIjECLKnKZ_3	R_3qjkVDIjECLKnKZ	229	1.633333333
R_3qjkVDIjECLKnKZ_4	R_3qjkVDIjECLKnKZ	311	2.216666667
R_3qjkVDIjECLKnKZ_5	R_3qjkVDIjECLKnKZ	368	1.25
R_oY0TBfB1OYyRdC1_1	R_oY0TBfB1OYyRdC1	13	3.583333333
R_oY0TBfB1OYyRdC1_2	R_oY0TBfB1OYyRdC1	135	1.916666667
R_oY0TBfB1OYyRdC1_3	R_oY0TBfB1OYyRdC1	211	1
R_oY0TBfB1OYyRdC1_4	R_oY0TBfB1OYyRdC1	255	1
R_oY0TBfB1OYyRdC1_5	R_oY0TBfB1OYyRdC1	366	1
R_3nPMcz25sBSaaD8_1	R_3nPMcz25sBSaaD8	12	1.083333333
R_3nPMcz25sBSaaD8_2	R_3nPMcz25sBSaaD8	147	5.316666667
R_3nPMcz25sBSaaD8_3	R_3nPMcz25sBSaaD8	245	3.583333333
R_3nPMcz25sBSaaD8_4	R_3nPMcz25sBSaaD8	316	1
R_3nPMcz25sBSaaD8_5	R_3nPMcz25sBSaaD8	398	1.916666667
R_1FKBh54yxO8fhfn_1	R_1FKBh54yxO8fhfn	38	5.116666667
R_1FKBh54yxO8fhfn_2	R_1FKBh54yxO8fhfn	105	2.416666667
R_1FKBh54yxO8fhfn_3	R_1FKBh54yxO8fhfn	182	5.616666667
R_1FKBh54yxO8fhfn_4	R_1FKBh54yxO8fhfn	292	4.166666667
R_1FKBh54yxO8fhfn_5	R_1FKBh54yxO8fhfn	377	1.583333333
R_2BeQ0Xfb14rm620_1	R_2BeQ0Xfb14rm620	10	2.583333333
R_2BeQ0Xfb14rm620_2	R_2BeQ0Xfb14rm620	123	5.466666667
R_2BeQ0Xfb14rm620_3	R_2BeQ0Xfb14rm620	193	3
R_2BeQ0Xfb14rm620_4	R_2BeQ0Xfb14rm620	262	5.016666667
R_2BeQ0Xfb14rm620_5	R_2BeQ0Xfb14rm620	386	5.316666667
R_3oTOlb2UT21kncA_1	R_3oTOlb2UT21kncA	19	5.766666667
R_3oTOlb2UT21kncA_2	R_3oTOlb2UT21kncA	126	2.466666667
R_3oTOlb2UT21kncA_3	R_3oTOlb2UT21kncA	214	2.583333333
